category,name,display_name,provider_url,summary,tech_data,icon,icon_small
"Concerning","DeloitteAlerts","DeloitteAlerts",https://github.com/boingomw/Lazerbearsharkpig,"Watchlists that generally trigger when something happened that is odd enough that it should be investigated","A feed of alert-worthy watchlists",../raw_parts/Deloitte-Alerts-lrg.png,../raw_parts/Deloitte-small.png
